Tweets Ago,Name,Time,Tweet,Compound Score,Positive Score,Negative Score,Neutral Score
1,@nytimes,Tue Mar 13 18:52:27 +0000 2018,"Prosecutors will seek the death penalty for Nikolas Cruz, the Parkland school hooting suspect https://t.co/XtgSjPBKoZ",-0.8442,0.0,0.431,0.569
2,@nytimes,Tue Mar 13 18:48:03 +0000 2018,Britain has financial and diplomatic weapons it can use against Russia to respond to the suspected poisoning of a f… https://t.co/Zu7V37qvSi,-0.8225,0.0,0.336,0.664
3,@nytimes,Tue Mar 13 18:38:03 +0000 2018,Some new restaurants you just know are going to be copied like Chanel handbags. See: Babu Ji. https://t.co/Gl3IUaUu3L,0.3612,0.128,0.0,0.872
4,@nytimes,Tue Mar 13 18:28:05 +0000 2018,"RT @nytpolitics: Tillerson's firing caught even the White House staff by surprise. A day earlier, a White House spokesman berated a reporte…",-0.0772,0.098,0.112,0.791
5,@nytimes,Tue Mar 13 18:18:03 +0000 2018,It was the eye roll seen across China https://t.co/S4mDOaSRD3,0.0,0.0,0.0,1.0
6,@nytimes,Tue Mar 13 18:08:03 +0000 2018,"Analysts are fond of describing the U.S. health care system as wasteful, but a new study questions that conclusion https://t.co/I3dLV5tjYu",0.4678,0.192,0.0,0.808
7,@nytimes,Tue Mar 13 17:58:06 +0000 2018,RT @nytimesbusiness: Factories in China's aluminum industry show just how hard it may for Trump to influence Beijing's policies with tariff…,-0.1027,0.0,0.065,0.935
8,@nytimes,Tue Mar 13 17:48:02 +0000 2018,"Analysis: Mike Pompeo has been an enthusiastic defender of President Trump's policies, to the point that many senio… https://t.co/ICMgCbUfz3",0.5574,0.213,0.0,0.787
9,@nytimes,Tue Mar 13 17:38:06 +0000 2018,"RT @nytgraphics: Trump wants a border wall. We mapped what's in place already:
https://t.co/gT05vk1j5g https://t.co/YW25Ap71sh",0.0,0.0,0.0,1.0
10,@nytimes,Tue Mar 13 17:37:43 +0000 2018,"We're not saying a No. 16 is going to beat a No.1.
We're just saying Penn could maybe possibly beat Kansas.
Maybe. https://t.co/LPYBGPkKsV",0.2235,0.086,0.0,0.914
11,@nytimes,Tue Mar 13 17:28:06 +0000 2018,RT @UpshotNYT: The Upshot's live forecast is back. Questions? We have answers. https://t.co/UdmHhhZwuS,0.0,0.0,0.0,1.0
12,@nytimes,Tue Mar 13 17:19:49 +0000 2018,President Trump's personal assistant was escorted from the White House after his security clearance was revoked. Bu… https://t.co/WBctd2bljy,0.34,0.124,0.0,0.876
13,@nytimes,Tue Mar 13 17:16:04 +0000 2018,Two of the women have described incidents over the past 10 years in which they were sent to Meier’s New York apartm… https://t.co/OieiMDJg5o,0.0,0.0,0.0,1.0
14,@nytimes,Tue Mar 13 17:14:31 +0000 2018,"Five women told The Times that the star architect Richard Meier sexually harassed them. In response, he announced a… https://t.co/tylxvLa39Y",-0.5423,0.0,0.156,0.844
15,@nytimes,Tue Mar 13 16:58:05 +0000 2018,RT @nytimesbusiness: The hope is for a commercial network of flying taxis in New Zealand in as soon as three years https://t.co/Mg4Z0jOtY2,0.4404,0.127,0.0,0.873
16,@nytimes,Tue Mar 13 16:48:07 +0000 2018,"Charles Manson's purported grandson has said he wants to give him a ""proper burial"" by spreading his ashes https://t.co/TXHoQlpuzQ",0.0,0.0,0.0,1.0
17,@nytimes,Tue Mar 13 16:46:01 +0000 2018,"Joseph Percoco, a former top aide to Gov. Andrew Cuomo, was found guilty of taking bribes from people seeking state… https://t.co/xWluysTLqX",-0.25,0.08,0.124,0.796
18,@nytimes,Tue Mar 13 16:37:40 +0000 2018,"If confirmed as secretary of state, Mike Pompeo is likely to be one of the most conservative secretaries of state i… https://t.co/9evzWHus0r",0.0,0.0,0.0,1.0
19,@nytimes,Tue Mar 13 16:28:04 +0000 2018,"Two people were killed and 3 injured in 3 separate package explosions in Austin, Texas, this month. Police believe… https://t.co/t1rkNpGDzU",-0.802,0.0,0.31,0.69
20,@nytimes,Tue Mar 13 16:18:08 +0000 2018,"Before there were ""brand ambassadors,"" there were Hubert de Givenchy and Audrey Hepburn https://t.co/8NoK16y7F7",0.0,0.0,0.0,1.0
21,@nytimes,Tue Mar 13 16:08:05 +0000 2018,"Congress quashed research into gun violence. In the 22 years since, more than 600,000 people have been shot. https://t.co/2yGbmm7ZbL",-0.7579,0.0,0.277,0.723
22,@nytimes,Tue Mar 13 15:58:06 +0000 2018,"John McEntee, who served as President Trump's personal assistant, was forced out and escorted from the White House… https://t.co/tlAVTHn9HU",-0.4588,0.0,0.143,0.857
23,@nytimes,Tue Mar 13 15:48:04 +0000 2018,"RT @grynbaum: REPORTER: Did you fire him because he called you a moron?

TRUMP: What?

REPORTER: Did you fire him because he called you a m…",-0.8105,0.0,0.285,0.715
24,@nytimes,Tue Mar 13 15:41:07 +0000 2018,A spokesman for ICE has resigned. saying that he could no longer “bear the burden” of spreading falsehoods on behal… https://t.co/wXqWfkUBRu,-0.4939,0.0,0.189,0.811
25,@nytimes,Tue Mar 13 15:34:48 +0000 2018,RT @sapna: brands know it's easy to fake popularity on social media but still want to hire influencers. so they're turning to companies tha…,0.34,0.198,0.075,0.727
26,@nytimes,Tue Mar 13 15:28:01 +0000 2018,RT @nytpolitics: Over the past 14 months there have been at least eight complaints against White House officials for potential violations o…,-0.7269,0.0,0.234,0.766
27,@nytimes,Tue Mar 13 15:18:02 +0000 2018,The Metropolitan Opera fired James Levine over sexual misconduct accusations. It may be time to reconsider the vast… https://t.co/6eODH4lVqy,-0.7096,0.0,0.258,0.742
28,@nytimes,Tue Mar 13 15:08:03 +0000 2018,RT @nytgraphics: We asked a panel of experts how they think power has shifted in Asia in the past five years https://t.co/EEYfPG37Sc,0.0,0.0,0.0,1.0
29,@nytimes,Tue Mar 13 14:58:04 +0000 2018,How young is too young for a national gun-violence walkout? Principals and school districts are wrestling with the… https://t.co/vo3Pd5baZ6,-0.3182,0.0,0.119,0.881
30,@nytimes,Tue Mar 13 14:48:05 +0000 2018,Pennsylvania's special House election has evolved into the latest test of whether Democrats can make inroads in a d… https://t.co/fNjDjoh7lf,0.4019,0.13,0.0,0.87
31,@nytimes,Tue Mar 13 14:46:17 +0000 2018,RT @nytpolitics: President Trump answered questions about the State Department shake-up on the South Lawn of the White House. Here is a tra…,0.0,0.0,0.0,1.0
32,@nytimes,Tue Mar 13 14:38:09 +0000 2018,RT @nytimesbusiness: Reese Witherspoon and Nicole Kidman are winning the streaming wars https://t.co/ODm5arBLVA,-0.0516,0.189,0.2,0.611
33,@nytimes,Tue Mar 13 14:30:05 +0000 2018,"Russia's foreign minister said that his country had nothing to do with the poisoning of a former Russian spy, dismi… https://t.co/9oLsR8rqNg",-0.5859,0.0,0.167,0.833
34,@nytimes,Tue Mar 13 14:15:41 +0000 2018,Correction: We've deleted an earlier tweet to this story that misstated Gina Haspel's current role. She is Presiden… https://t.co/6JdLCtfzsX,0.0,0.0,0.0,1.0
35,@nytimes,Tue Mar 13 14:14:05 +0000 2018,"President Trump’s pick for CIA chief is Gina Haspel. In February 2017, we reported that she oversaw the torture of… https://t.co/wQNhFuOmoX",-0.5994,0.0,0.163,0.837
36,@nytimes,Tue Mar 13 14:00:16 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/LxNRU3Do35 https://t.co/CFZj9mLUMq,0.0,0.0,0.0,1.0
37,@nytimes,Tue Mar 13 13:45:08 +0000 2018,"""I have trouble settling down, and he's got very rhythmic breathing,” said a woman of her dog. ""It's almost like wh… https://t.co/Hbjrq3PJIh",-0.1263,0.092,0.113,0.795
38,@nytimes,Tue Mar 13 13:20:08 +0000 2018,How Trump blocked the biggest-ever tech takeover https://t.co/bOJdeC1aeq,-0.2732,0.0,0.231,0.769
39,@nytimes,Tue Mar 13 13:14:02 +0000 2018,"Mike Pompeo has called for the Iran nuclear agreement to be ripped up, played down talk of Russia's interference in… https://t.co/TBJaQ15iO7",0.6808,0.228,0.0,0.772
40,@nytimes,Tue Mar 13 12:57:35 +0000 2018,"Breaking News: Secretary of State Rex Tillerson is out, after a rocky tenure. President Trump will replace him with… https://t.co/G6uSq5HW1E",0.0,0.0,0.0,1.0
41,@nytimes,Tue Mar 13 12:45:09 +0000 2018,Stephen Colbert asks why President Trump is scared of Stormy Daniels. Our late-night roundup: https://t.co/TuHDwqsBN0,-0.4404,0.0,0.172,0.828
42,@nytimes,Tue Mar 13 12:30:07 +0000 2018,Trump finds an unlikely culprit in school shootings: an Obama-era guidance document that sought to rein in the susp… https://t.co/GmAdtaVdZh,0.0,0.0,0.0,1.0
43,@nytimes,Tue Mar 13 12:16:05 +0000 2018,The police have warned residents not to touch any unexpected packages after 2 people have been killed in package ex… https://t.co/egIPvvypRt,-0.765,0.0,0.268,0.732
44,@nytimes,Tue Mar 13 12:00:13 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/Hcp9YkqqhZ https://t.co/4S9nXzzKRC,0.0,0.0,0.0,1.0
45,@nytimes,Tue Mar 13 11:45:03 +0000 2018,"In Opinion

The editorial board writes: ""While President Trump has allowed Vladimir Putin a free hand to meddle in… https://t.co/nrG76fGia7",0.7579,0.277,0.0,0.723
46,@nytimes,Tue Mar 13 11:31:04 +0000 2018,"RT @nytimesworld: The billionaire Boris Berezovsky, a bitter Putin opponent who was found hanging in a locked bathroom in London, used to s…",-0.4215,0.0,0.123,0.877
47,@nytimes,Tue Mar 13 11:16:08 +0000 2018,Japan is scrambling to remain diplomatically relevant as President Trump moderates his tone in preparation for a po… https://t.co/WEUSKEnBK3,0.0,0.0,0.0,1.0
48,@nytimes,Tue Mar 13 11:00:12 +0000 2018,"Venezuela placed the opposition leader Leopoldo López under house arrest, hoping to keep him quiet. But he continue… https://t.co/n7Ln3GwvXG",0.1027,0.126,0.108,0.766
49,@nytimes,Tue Mar 13 10:45:07 +0000 2018,Venus Williams now has her first victory over Serena since 2014 https://t.co/nMiDMGWOJ6,0.0,0.0,0.0,1.0
50,@nytimes,Tue Mar 13 10:30:11 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/WK74EQPQT7 https://t.co/2apUa1f9ib,0.0,0.0,0.0,1.0
51,@nytimes,Tue Mar 13 10:16:05 +0000 2018,A part-time DJ and a karate black belt were vying to be the next leader of arguably the world's most influential ba… https://t.co/trZkzPMcG0,0.2944,0.132,0.083,0.785
52,@nytimes,Tue Mar 13 10:00:21 +0000 2018,These casual environments where alcohol lightens the mood and erodes boundaries prompt restaurant workers to ask: H… https://t.co/xBI7nYIkaI,0.2023,0.096,0.0,0.904
53,@nytimes,Tue Mar 13 09:45:04 +0000 2018,"""The Nepali people were saying, 'Bachaau, bachaau,' which means 'Save me, save me,''"" said an army rescuer. ""The Ba… https://t.co/yIkJRpeFnX",0.7506,0.262,0.0,0.738
54,@nytimes,Tue Mar 13 09:30:15 +0000 2018,"RT @nytimesworld: The government in Slovakia, struggling to stay in power after the murder of a journalist who exposed corruption, says a t…",-0.8316,0.0,0.328,0.672
55,@nytimes,Tue Mar 13 09:16:06 +0000 2018,"""It is now clear that Mr. Skripal and his daughter were poisoned with a military-grade nerve agent of a type develo… https://t.co/5lik3jnrzW",-0.1531,0.109,0.134,0.756
56,@nytimes,Tue Mar 13 08:59:03 +0000 2018,"Oskar Gröning, the ""bookkeeper of Auschwitz,"" was accused as an accomplice in the murder of some 300,000 Hungarian… https://t.co/d2DpENNOXp",-0.7845,0.0,0.289,0.711
57,@nytimes,Tue Mar 13 08:45:06 +0000 2018,"RT @nytimesworld: Archaeological sites in South Africa suggest that prehistoric humans thrived after the Toba supereruption 74,000 years ag…",0.0,0.0,0.0,1.0
58,@nytimes,Tue Mar 13 08:31:04 +0000 2018,"""I know that Russian security services are capable of assassinations in London or any part of the world if a decisi… https://t.co/gbmOBuyU4e",0.0772,0.187,0.139,0.674
59,@nytimes,Tue Mar 13 08:14:05 +0000 2018,"RT @nytimesworld: France's far-right leader Marine Le Pen is proposing a new name for her National Front party, hoping to boost its elector…",0.802,0.301,0.0,0.699
60,@nytimes,Tue Mar 13 08:02:06 +0000 2018,The Metropolitan Opera fired the conductor James Levine after an investigation found what the Met called credible e… https://t.co/hNdxppAIbQ,-0.5574,0.0,0.167,0.833
61,@nytimes,Tue Mar 13 07:47:06 +0000 2018,RT @UpshotNYT: China broke with its longstanding policy of prioritizing economic growth over environmental concerns to fight air pollution…,-0.4215,0.108,0.225,0.667
62,@nytimes,Tue Mar 13 07:30:10 +0000 2018,These extraordinary women — and so many others — did not have obituaries in The New York Times. Until now. https://t.co/fHWoWxD50v,0.0,0.0,0.0,1.0
63,@nytimes,Tue Mar 13 07:17:01 +0000 2018,Millions of women and children work as sex slaves in India. Meet the woman who has put her life at risk to rescue 2… https://t.co/EUOR46WX4p,0.296,0.116,0.074,0.81
64,@nytimes,Tue Mar 13 07:02:01 +0000 2018,The United States’ military capabilities still dominate Asia. But China has started to wield growing military power… https://t.co/UVfQsXgrK7,0.4588,0.214,0.071,0.714
65,@nytimes,Tue Mar 13 06:55:53 +0000 2018,"Your Money Adviser: Interest on Home Equity Loans Is Still Deductible, but With a Big Caveat https://t.co/TbjAgs1NrZ",0.25,0.118,0.0,0.882
66,@nytimes,Tue Mar 13 06:34:55 +0000 2018,"For more than 3 decades, her murder remained unsolved. The authorities now have a suspect. https://t.co/TGe65Y3q1k",-0.7845,0.0,0.365,0.635
67,@nytimes,Tue Mar 13 06:18:01 +0000 2018,RT @NYTSports: Sweden's sled hockey goalie at the Paralympics is 53. And he isn't even the oldest player on his team. Or the oldest goalie…,0.0,0.0,0.0,1.0
68,@nytimes,Tue Mar 13 05:58:54 +0000 2018,Editorial: Democrats Can’t Win if They Don’t Run https://t.co/Eo7ixF9h6e,0.5859,0.322,0.0,0.678
69,@nytimes,Tue Mar 13 05:52:28 +0000 2018,"“I lied,” said the antiques dealer. “I cheated. I stole.” And he succeeded, temporarily. https://t.co/O1jS97Lzu2",-0.128,0.155,0.182,0.663
70,@nytimes,Tue Mar 13 05:36:00 +0000 2018,Here's how to eat less sugar without sacrificing much — if any — of the pleasures of eating https://t.co/8iZ2wPdv4R,0.4404,0.153,0.0,0.847
71,@nytimes,Tue Mar 13 05:18:02 +0000 2018,"RT @nytimesworld: The billionaire Boris Berezovsky, a bitter Putin opponent who was found hanging in a locked bathroom in London, used to s…",-0.4215,0.0,0.123,0.877
72,@nytimes,Tue Mar 13 05:00:21 +0000 2018,"Servers ignore comments about their bodies, laugh off propositions and deflect behavior that makes them uncomfortab… https://t.co/w8qLIn6BYM",0.2732,0.171,0.118,0.711
73,@nytimes,Tue Mar 13 04:47:01 +0000 2018,"RT @NYTStyles: ""As a gynecologist I am frequently asked about the 'right number' of times to have sex a month. There isn’t one."" Read the l…",0.0772,0.056,0.0,0.944
74,@nytimes,Tue Mar 13 04:32:07 +0000 2018,Scientists have found another way to tell alligators and crocodiles apart https://t.co/0xWWmIDNzf,0.0,0.0,0.0,1.0
75,@nytimes,Tue Mar 13 04:17:05 +0000 2018,"“No one can predict what will happen to Cuba in the coming years, which is why you must rush there now. As in, righ… https://t.co/Z7eLxUuOEn",0.0,0.0,0.0,1.0
76,@nytimes,Tue Mar 13 04:02:01 +0000 2018,"President Trump is making his first visit as president to California on Tuesday, but he has not made plans to meet… https://t.co/5Eg29bXELj",0.0,0.0,0.0,1.0
77,@nytimes,Tue Mar 13 03:46:03 +0000 2018,"Here are 6 NCAA bracket busters that @marcatracy and @zschonbrun think could hit. (Including, yes, a No. 16 beating… https://t.co/xHuqubJL6a",0.128,0.129,0.105,0.766
78,@nytimes,Tue Mar 13 03:32:07 +0000 2018,How to stop eating sugar https://t.co/ua89Cgmtye https://t.co/vz5wJ0F6FO,-0.296,0.0,0.268,0.732
79,@nytimes,Tue Mar 13 03:17:06 +0000 2018,"RT @nytopinion: The story of the rise of Peter Navarro, the president’s trade czar, tells you a lot about the nature of the Trump administr…",0.0,0.0,0.0,1.0
80,@nytimes,Tue Mar 13 03:02:06 +0000 2018,Before there was Rosa Parks there was Viola Desmond. Now Canada is putting her on its currency. https://t.co/8wn9FG94UW,0.0,0.0,0.0,1.0
81,@nytimes,Tue Mar 13 02:51:01 +0000 2018,"""I will ask myself more compassionate questions and look for nonjudgmental answers,"" wrote one of the nearly 1,200… https://t.co/TArmYVykD9",0.5413,0.163,0.0,0.837
82,@nytimes,Tue Mar 13 02:41:00 +0000 2018,"The investigation, which the Met opened in December after this report in The New York Times, found evidence of abus… https://t.co/U9hEy3qB0j",0.0,0.0,0.0,1.0
83,@nytimes,Tue Mar 13 02:30:10 +0000 2018,“A photograph is a secret about a secret. The more it tells you the less you know.” — Diane Arbus… https://t.co/cDflOWTAcw,0.0,0.0,0.0,1.0
84,@nytimes,Tue Mar 13 02:17:04 +0000 2018,Secretary of State Rex Tillerson called the poisoning of a former Russian spy in Britain “an egregious act” and add… https://t.co/XWEw3dg7um,-0.5859,0.0,0.167,0.833
85,@nytimes,Tue Mar 13 02:02:02 +0000 2018,"The man patted his lap, beckoned her to sit and said, ""I'm a great tipper."" Restaurant servers talk about the haras… https://t.co/q5lKn70vyJ",0.6249,0.17,0.0,0.83
86,@nytimes,Tue Mar 13 01:47:01 +0000 2018,RT @nytopinion: A stranger snapped a photo of my daughter mesmerized by Amy Sherald's portrait of Michelle Obama. The image resonated with…,0.0,0.0,0.0,1.0
87,@nytimes,Tue Mar 13 01:32:04 +0000 2018,New England is bracing for yet another winter storm — a third in less than two weeks https://t.co/xMeFdHyFHZ,0.0,0.0,0.0,1.0
88,@nytimes,Tue Mar 13 01:17:07 +0000 2018,"RT @marcatracy: Two years ago, all six of the first-round upsets @zschonbrun and I picked were right. so maybe you'll want to consult this…",-0.235,0.062,0.1,0.838
89,@nytimes,Tue Mar 13 01:02:05 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qHy2he7FzU,0.0,0.0,0.0,1.0
90,@nytimes,Tue Mar 13 00:47:03 +0000 2018,"If you plan to visit Brazil, the CDC says you will need a yellow fever vaccination https://t.co/xfUwG2UNKF",0.0,0.0,0.0,1.0
91,@nytimes,Tue Mar 13 00:32:04 +0000 2018,Supervolcanoes have the power to coat entire continents in ash. But they might not be as apocalyptic as previously… https://t.co/8TKke5mPFd,0.5448,0.156,0.0,0.844
92,@nytimes,Tue Mar 13 00:17:07 +0000 2018,RT @nytpolitics: President Trump has abandoned his live-on-television promise to work for gun control measures that are opposed by the Nati…,-0.4767,0.089,0.21,0.7
93,@nytimes,Tue Mar 13 00:00:14 +0000 2018,"The idea that the ""customer is always right"" leaves servers caught in a power imbalance that has become front and c… https://t.co/anoDWyzpbo",0.0,0.0,0.0,1.0
94,@nytimes,Mon Mar 12 23:47:02 +0000 2018,The United States’ military capabilities still dominate Asia. But China has started to wield growing military power… https://t.co/G704k2cBje,0.4588,0.214,0.071,0.714
95,@nytimes,Mon Mar 12 23:32:03 +0000 2018,How to spend 36 hours in Auckland https://t.co/Q4Drc82aHL,0.0,0.0,0.0,1.0
96,@nytimes,Mon Mar 12 23:17:01 +0000 2018,"RT @NYTObits: Oskar Gröning, a corporal in Hitler’s Waffen SS who became known as the bookkeeper of Auschwitz and was one of the very last…",0.0,0.0,0.0,1.0
97,@nytimes,Mon Mar 12 23:05:08 +0000 2018,"Breaking News: President Trump blocked a takeover of the chip maker Qualcomm by Singapore-based Broadcom, citing na… https://t.co/tYJjVfJPRl",-0.2732,0.0,0.116,0.884
98,@nytimes,Mon Mar 12 23:02:07 +0000 2018,"“I lied,” said the antiques dealer. “I cheated. I stole.” And he succeeded, temporarily. https://t.co/32gPjjA1BN",-0.128,0.155,0.182,0.663
99,@nytimes,Mon Mar 12 22:47:05 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/utu8MTuczf,0.0,0.0,0.0,1.0
100,@nytimes,Mon Mar 12 22:32:06 +0000 2018,"Packages exploded at 2 homes in Austin, Texas, killing 1 and injuring 2. The police think they’re linked to another… https://t.co/qzSRIhdbrp",-0.6597,0.0,0.196,0.804
